mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_subsample,param_reg_lambda,param_reg_alpha,param_num_leaves,param_n_estimators,param_min_child_samples,param_max_depth,param_learning_rate,param_colsample_bytree,params,split0_test_accuracy,mean_test_accuracy,std_test_accuracy,rank_test_accuracy,split0_test_precision,mean_test_precision,std_test_precision,rank_test_precision,split0_test_recall,mean_test_recall,std_test_recall,rank_test_recall,split0_test_f1,mean_test_f1,std_test_f1,rank_test_f1,split0_test_roc_auc,mean_test_roc_auc,std_test_roc_auc,rank_test_roc_auc
0.0829920768737793,0.0,0.013133049011230469,0.0,0.9,0.5,0.0,127,300,10,5,0.1,0.7,"{'subsample': 0.9, 'reg_lambda': 0.5, 'reg_alpha': 0.0, 'num_leaves': 127, 'n_estimators': 300, 'min_child_samples': 10, 'max_depth': 5, 'learning_rate': 0.1, 'colsample_bytree': 0.7}",0.8765060240963856,0.8765060240963856,0.0,1,0.8173076923076923,0.8173076923076923,0.0,4,0.794392523364486,0.794392523364486,0.0,5,0.8056872037914692,0.8056872037914692,0.0,1,0.9235098650051922,0.9235098650051922,0.0,12
0.05160212516784668,0.0,0.011035442352294922,0.0,0.7,1.0,0.1,31,200,60,5,0.03,0.8,"{'subsample': 0.7, 'reg_lambda': 1.0, 'reg_alpha': 0.1, 'num_leaves': 31, 'n_estimators': 200, 'min_child_samples': 60, 'max_depth': 5, 'learning_rate': 0.03, 'colsample_bytree': 0.8}",0.8719879518072289,0.8719879518072289,0.0,5,0.7918552036199095,0.7918552036199095,0.0,18,0.8177570093457944,0.8177570093457944,0.0,1,0.8045977011494253,0.8045977011494253,0.0,2,0.9293457943925233,0.9293457943925233,0.0,2
0.228532075881958,0.0,0.027033567428588867,0.0,1.0,0.1,0.0,31,500,20,12,0.01,0.8,"{'subsample': 1.0, 'reg_lambda': 0.1, 'reg_alpha': 0.0, 'num_leaves': 31, 'n_estimators': 500, 'min_child_samples': 20, 'max_depth': 12, 'learning_rate': 0.01, 'colsample_bytree': 0.8}",0.8719879518072289,0.8719879518072289,0.0,5,0.7945205479452054,0.7945205479452054,0.0,15,0.8130841121495327,0.8130841121495327,0.0,2,0.8036951501154734,0.8036951501154734,0.0,3,0.9319003115264797,0.9319003115264797,0.0,1
0.12154483795166016,0.0,0.015502452850341797,0.0,0.7,0.1,0.1,15,400,40,-1,0.01,0.9,"{'subsample': 0.7, 'reg_lambda': 0.1, 'reg_alpha': 0.1, 'num_leaves': 15, 'n_estimators': 400, 'min_child_samples': 40, 'max_depth': -1, 'learning_rate': 0.01, 'colsample_bytree': 0.9}",0.8719879518072289,0.8719879518072289,0.0,5,0.7945205479452054,0.7945205479452054,0.0,15,0.8130841121495327,0.8130841121495327,0.0,2,0.8036951501154734,0.8036951501154734,0.0,3,0.929190031152648,0.929190031152648,0.0,3
0.056412696838378906,0.0,0.0095062255859375,0.0,0.7,1.0,1.0,63,200,40,5,0.01,0.8,"{'subsample': 0.7, 'reg_lambda': 1.0, 'reg_alpha': 1.0, 'num_leaves': 63, 'n_estimators': 200, 'min_child_samples': 40, 'max_depth': 5, 'learning_rate': 0.01, 'colsample_bytree': 0.8}",0.8734939759036144,0.8734939759036144,0.0,3,0.8095238095238095,0.8095238095238095,0.0,6,0.794392523364486,0.794392523364486,0.0,5,0.8018867924528302,0.8018867924528302,0.0,5,0.9227933541017653,0.9227933541017653,0.0,14
0.1266770362854004,0.0,0.019138336181640625,0.0,0.9,0.1,0.5,31,300,60,12,0.01,0.8,"{'subsample': 0.9, 'reg_lambda': 0.1, 'reg_alpha': 0.5, 'num_leaves': 31, 'n_estimators': 300, 'min_child_samples': 60, 'max_depth': 12, 'learning_rate': 0.01, 'colsample_bytree': 0.8}",0.8704819277108434,0.8704819277108434,0.0,8,0.7909090909090909,0.7909090909090909,0.0,19,0.8130841121495327,0.8130841121495327,0.0,2,0.8018433179723502,0.8018433179723502,0.0,6,0.9277777777777777,0.9277777777777777,0.0,4
0.15821027755737305,0.0,0.015984058380126953,0.0,0.9,0.0,0.0,63,200,10,-1,0.05,0.7,"{'subsample': 0.9, 'reg_lambda': 0.0, 'reg_alpha': 0.0, 'num_leaves': 63, 'n_estimators': 200, 'min_child_samples': 10, 'max_depth': -1, 'learning_rate': 0.05, 'colsample_bytree': 0.7}",0.8765060240963856,0.8765060240963856,0.0,1,0.8367346938775511,0.8367346938775511,0.0,1,0.7663551401869159,0.7663551401869159,0.0,14,0.8,0.8,0.0,7,0.9267601246105919,0.9267601246105919,0.0,7
0.2769320011138916,0.0,0.02510213851928711,0.0,0.8,0.1,0.1,63,300,20,-1,0.03,1.0,"{'subsample': 0.8, 'reg_lambda': 0.1, 'reg_alpha': 0.1, 'num_leaves': 63, 'n_estimators': 300, 'min_child_samples': 20, 'max_depth': -1, 'learning_rate': 0.03, 'colsample_bytree': 1.0}",0.8734939759036144,0.8734939759036144,0.0,3,0.8217821782178217,0.8217821782178217,0.0,2,0.7757009345794392,0.7757009345794392,0.0,11,0.7980769230769231,0.7980769230769231,0.0,8,0.9272066458982348,0.9272066458982348,0.0,5
0.127274751663208,0.0,0.021553516387939453,0.0,0.7,0.1,1.0,15,500,40,-1,0.07,0.7,"{'subsample': 0.7, 'reg_lambda': 0.1, 'reg_alpha': 1.0, 'num_leaves': 15, 'n_estimators': 500, 'min_child_samples': 40, 'max_depth': -1, 'learning_rate': 0.07, 'colsample_bytree': 0.7}",0.8704819277108434,0.8704819277108434,0.0,8,0.8047619047619048,0.8047619047619048,0.0,10,0.7897196261682243,0.7897196261682243,0.0,8,0.7971698113207547,0.7971698113207547,0.0,9,0.9242056074766354,0.9242056074766354,0.0,10
0.10268473625183105,0.0,0.01701974868774414,0.0,0.8,0.0,0.0,15,400,20,12,0.05,0.9,"{'subsample': 0.8, 'reg_lambda': 0.0, 'reg_alpha': 0.0, 'num_leaves': 15, 'n_estimators': 400, 'min_child_samples': 20, 'max_depth': 12, 'learning_rate': 0.05, 'colsample_bytree': 0.9}",0.8704819277108434,0.8704819277108434,0.0,8,0.8047619047619048,0.8047619047619048,0.0,10,0.7897196261682243,0.7897196261682243,0.0,8,0.7971698113207547,0.7971698113207547,0.0,9,0.9261682242990654,0.9261682242990654,0.0,8
0.19889354705810547,0.0,0.026816606521606445,0.0,0.9,1.0,0.0,15,700,20,12,0.05,1.0,"{'subsample': 0.9, 'reg_lambda': 1.0, 'reg_alpha': 0.0, 'num_leaves': 15, 'n_estimators': 700, 'min_child_samples': 20, 'max_depth': 12, 'learning_rate': 0.05, 'colsample_bytree': 1.0}",0.8674698795180723,0.8674698795180723,0.0,12,0.7971698113207547,0.7971698113207547,0.0,14,0.7897196261682243,0.7897196261682243,0.0,8,0.7934272300469484,0.7934272300469484,0.0,11,0.9261370716510903,0.9261370716510903,0.0,9
0.11912345886230469,0.0,0.019008874893188477,0.0,1.0,0.1,0.5,31,400,20,5,0.1,0.8,"{'subsample': 1.0, 'reg_lambda': 0.1, 'reg_alpha': 0.5, 'num_leaves': 31, 'n_estimators': 400, 'min_child_samples': 20, 'max_depth': 5, 'learning_rate': 0.1, 'colsample_bytree': 0.8}",0.8704819277108434,0.8704819277108434,0.0,8,0.82,0.82,0.0,3,0.7663551401869159,0.7663551401869159,0.0,14,0.7922705314009661,0.7922705314009661,0.0,12,0.9147455867082033,0.9147455867082033,0.0,19
0.10466623306274414,0.0,0.01952528953552246,0.0,0.8,0.5,1.0,31,300,60,8,0.03,0.8,"{'subsample': 0.8, 'reg_lambda': 0.5, 'reg_alpha': 1.0, 'num_leaves': 31, 'n_estimators': 300, 'min_child_samples': 60, 'max_depth': 8, 'learning_rate': 0.03, 'colsample_bytree': 0.8}",0.8644578313253012,0.8644578313253012,0.0,15,0.7870370370370371,0.7870370370370371,0.0,20,0.794392523364486,0.794392523364486,0.0,5,0.7906976744186046,0.7906976744186046,0.0,13,0.9271443406022847,0.9271443406022847,0.0,6
0.25229883193969727,0.0,0.03652048110961914,0.0,1.0,0.0,1.0,63,500,40,-1,0.05,0.8,"{'subsample': 1.0, 'reg_lambda': 0.0, 'reg_alpha': 1.0, 'num_leaves': 63, 'n_estimators': 500, 'min_child_samples': 40, 'max_depth': -1, 'learning_rate': 0.05, 'colsample_bytree': 0.8}",0.8674698795180723,0.8674698795180723,0.0,12,0.8088235294117647,0.8088235294117647,0.0,7,0.7710280373831776,0.7710280373831776,0.0,12,0.7894736842105263,0.7894736842105263,0.0,14,0.9222222222222223,0.9222222222222223,0.0,15
0.17603421211242676,0.0,0.024018526077270508,0.0,0.9,0.5,0.5,31,400,40,8,0.05,0.9,"{'subsample': 0.9, 'reg_lambda': 0.5, 'reg_alpha': 0.5, 'num_leaves': 31, 'n_estimators': 400, 'min_child_samples': 40, 'max_depth': 8, 'learning_rate': 0.05, 'colsample_bytree': 0.9}",0.8659638554216867,0.8659638554216867,0.0,14,0.8078817733990148,0.8078817733990148,0.0,8,0.7663551401869159,0.7663551401869159,0.0,14,0.7865707434052758,0.7865707434052758,0.0,15,0.9237694704049846,0.9237694704049846,0.0,11
0.18045759201049805,0.0,0.027030467987060547,0.0,0.7,0.1,1.0,31,400,60,12,0.07,1.0,"{'subsample': 0.7, 'reg_lambda': 0.1, 'reg_alpha': 1.0, 'num_leaves': 31, 'n_estimators': 400, 'min_child_samples': 60, 'max_depth': 12, 'learning_rate': 0.07, 'colsample_bytree': 1.0}",0.8614457831325302,0.8614457831325302,0.0,17,0.7932692307692307,0.7932692307692307,0.0,17,0.7710280373831776,0.7710280373831776,0.0,12,0.7819905213270142,0.7819905213270142,0.0,16,0.922907580477674,0.922907580477674,0.0,13
0.18807411193847656,0.0,0.021524906158447266,0.0,1.0,0.1,0.1,63,300,20,8,0.07,0.9,"{'subsample': 1.0, 'reg_lambda': 0.1, 'reg_alpha': 0.1, 'num_leaves': 63, 'n_estimators': 300, 'min_child_samples': 20, 'max_depth': 8, 'learning_rate': 0.07, 'colsample_bytree': 0.9}",0.8629518072289156,0.8629518072289156,0.0,16,0.8059701492537313,0.8059701492537313,0.0,9,0.7570093457943925,0.7570093457943925,0.0,17,0.7807228915662651,0.7807228915662651,0.0,17,0.9208722741433021,0.9208722741433021,0.0,17
0.23900890350341797,0.0,0.031024456024169922,0.0,1.0,0.1,0.1,31,700,10,5,0.07,1.0,"{'subsample': 1.0, 'reg_lambda': 0.1, 'reg_alpha': 0.1, 'num_leaves': 31, 'n_estimators': 700, 'min_child_samples': 10, 'max_depth': 5, 'learning_rate': 0.07, 'colsample_bytree': 1.0}",0.8599397590361446,0.8599397590361446,0.0,18,0.8040201005025126,0.8040201005025126,0.0,12,0.7476635514018691,0.7476635514018691,0.0,18,0.774818401937046,0.774818401937046,0.0,18,0.9140602284527518,0.9140602284527518,0.0,20
0.2543034553527832,0.0,0.03407740592956543,0.0,1.0,0.0,0.5,31,700,10,8,0.07,0.8,"{'subsample': 1.0, 'reg_lambda': 0.0, 'reg_alpha': 0.5, 'num_leaves': 31, 'n_estimators': 700, 'min_child_samples': 10, 'max_depth': 8, 'learning_rate': 0.07, 'colsample_bytree': 0.8}",0.858433734939759,0.858433734939759,0.0,19,0.8125,0.8125,0.0,5,0.7289719626168224,0.7289719626168224,0.0,20,0.7684729064039408,0.7684729064039408,0.0,19,0.9171547248182762,0.9171547248182762,0.0,18
0.28063297271728516,0.0,0.04454612731933594,0.0,0.9,0.1,0.5,31,700,40,8,0.05,0.7,"{'subsample': 0.9, 'reg_lambda': 0.1, 'reg_alpha': 0.5, 'num_leaves': 31, 'n_estimators': 700, 'min_child_samples': 40, 'max_depth': 8, 'learning_rate': 0.05, 'colsample_bytree': 0.7}",0.8554216867469879,0.8554216867469879,0.0,20,0.8010204081632653,0.8010204081632653,0.0,13,0.7336448598130841,0.7336448598130841,0.0,19,0.7658536585365854,0.7658536585365854,0.0,20,0.9215887850467289,0.9215887850467289,0.0,16
